formula,target
Sr0P6S13,-0.361859663167478
Sr0P7S1,-0.09647803694271384
Sr0P7S2,-0.17062194945644127
Sr0P7S3,-0.2187199831961213
Sr0P7S4,-0.25059410571692486
Sr0P7S5,-0.2721891745644307
Sr0P7S6,-0.2871867298092968
Sr0P7S8,-0.3527602784347992
Sr0P7S9,-0.35930139407247697
Sr0P7S10,-0.3647657172296581
Sr0P7S11,-0.36961343687773485
Sr0P7S12,-0.3741601782085242
Sr0P7S13,-0.37862332110773167
Sr0P8S1,-0.08814458446089213
Sr0P8S3,-0.20870380324313875
Sr0P8S5,-0.26781114366601866
Sr0P8S7,-0.29959122575433406
Sr0P8S9,-0.3663682782692752
Sr0P8S11,-0.38065384889082254
Sr0P9S1,-0.08222473941052666
Sr0P9S2,-0.15090397572348901
Sr0P9S4,-0.23643399048768232
Sr0P9S5,-0.2634404602391984
Sr0P9S7,-0.3002079524079123
Sr0P9S8,-0.31319495316423285
Sr0P9S10,-0.381318164955904
Sr0P9S11,-0.38977423278650314
Sr0P10S1,-0.07822605780497094
Sr0P10S3,-0.19341030107492196
Sr0P10S7,-0.3003295716439377
Sr0P10S9,-0.32800565087317124
Sr0P11S1,-0.07579971862968371
Sr0P11S2,-0.1392587922013615
Sr0P11S3,-0.18799424208685767
Sr0P11S4,-0.22598187067522169
Sr0P11S5,-0.25608194349957314
Sr0P11S6,-0.2803603537579026
Sr0P11S7,-0.30032072876573557
Sr0P11S8,-0.31706732301281115
Sr0P11S9,-0.3314184715328551
Sr0P12S1,-0.07469170594431529
Sr0P12S5,-0.2534126957713725
Sr0P12S7,-0.30042039853053826
Sr0P13S1,-0.07471218357841769
Sr0P13S2,-0.13366101478335246
Sr0P13S3,-0.18106902598769137
Sr0P13S4,-0.21966167725005825
Sr0P13S5,-0.25150080619329185
Sr0P13S6,-0.2781465831842984
Sr0P13S7,-0.30078404965827243
Sr0P14S1,-0.07571579101174497
Sr0P14S3,-0.17933912599519275
Sr0P14S5,-0.2503579472057891
Sr0P15S1,-0.07758864507540997
Sr0P15S2,-0.13274176468177645
Sr0P15S4,-0.2172007392622778
Sr1P0S0,0.04503282597795066
Sr1P0S1,-2.189379565295938
Sr1P0S2,-1.7856647339239344
Sr1P0S3,-1.408749021204744
Sr1P0S4,-1.1446306426440402
Sr1P0S5,-0.9704908174140962
Sr1P0S6,-0.8514505566034567
Sr1P0S7,-0.7659240581858717
Sr1P0S8,-0.7018213887882709
Sr1P0S9,-0.6521837083279437
Sr1P0S10,-0.6127867310412864
Sr1P0S11,-0.5809286947743993
Sr1P0S12,-0.5548021962651037
Sr1P0S13,-0.5331521052304403
Sr1P0S14,-0.5150794037024614
Sr1P0S15,-0.49992329492331145
Sr1P1S0,-1.227006812715496
Sr1P1S1,-1.6703840232330143
Sr1P1S2,-1.4241555305278188
Sr1P1S3,-1.2520350725768628
Sr1P1S4,-1.1430890612407776
Sr1P1S5,-1.0640779500476258
Sr1P1S6,-0.9940232833751173
Sr1P1S7,-0.9348242593114845
Sr1P1S8,-0.8839830550291952
Sr1P1S9,-0.840311792702885
Sr1P1S10,-0.802687008523289
Sr1P1S11,-0.7701300400678979
Sr1P1S12,-0.7418273691271725
Sr1P1S13,-0.7171726916245962
Sr1P1S14,-0.69566045533248
Sr1P1S15,-0.6768981949038053
Sr1P2S0,-0.9345016636800635
Sr1P2S1,-1.1262530242626942
Sr1P2S2,-1.0800013124139887
Sr1P2S3,-1.0787097664996788
Sr1P2S4,-1.0397367762652658
Sr1P2S5,-1.0132443894188663
Sr1P2S6,-0.9774909340824154
Sr1P2S7,-0.9417327708380602
Sr1P2S8,-0.9066595649198477
Sr1P2S9,-0.873655920029544
Sr1P2S10,-0.8432536835743101
Sr1P2S11,-0.8155511130787341
Sr1P2S12,-0.7904506061639495
Sr1P2S13,-0.767883879096868
Sr1P2S14,-0.7476997683769686
Sr1P2S15,-0.7297786957192048
Sr1P3S0,-0.7093009886061586
Sr1P3S1,-0.9010434770961727
Sr1P3S2,-0.8401650611381917
Sr1P3S3,-0.8639253651237373
Sr1P3S4,-0.9513278913459796
