formula,target
Cr1P0S3,-0.6957295726612541
Cr1P0S4,-0.5771000893499303
Cr1P0S5,-0.49113339786911436
Cr1P0S6,-0.42962524636282695
Cr1P0S7,-0.38488272032367177
Cr1P0S8,-0.3516571250539462
Cr1P0S9,-0.3265508300183475
Cr1P0S10,-0.3073505119099853
Cr1P0S11,-0.2925796132025338
Cr1P0S12,-0.2812243949044617
Cr1P0S13,-0.2725682309266305
Cr1P0S14,-0.26609008911783905
Cr1P0S15,-0.26140102571316903
Cr1P1S0,-0.5260496378728774
Cr1P1S1,-0.6964458245350058
Cr1P1S2,-0.7257988942448325
Cr1P1S3,-0.6898350038374488
Cr1P1S4,-0.6392254523488784
Cr1P1S5,-0.592273235039209
Cr1P1S6,-0.552033848669751
Cr1P1S7,-0.5187178853895097
Cr1P1S8,-0.491491001552967
Cr1P1S9,-0.46931978786199813
Cr1P1S10,-0.45131123506134285
Cr1P1S11,-0.43647809287758177
Cr1P1S12,-0.42433358121181797
Cr1P1S13,-0.41444322865249883
Cr1P1S14,-0.4064489730366533
Cr1P1S15,-0.40007789356696966
Cr1P2S0,-0.45455401835187415
Cr1P2S1,-0.5226980246937059
Cr1P2S2,-0.5567157387937435
Cr1P2S3,-0.6186622379634499
Cr1P2S4,-0.6095519114190415
Cr1P2S5,-0.5903722098690143
Cr1P2S6,-0.5682114485899994
Cr1P2S7,-0.5466851345395808
Cr1P2S8,-0.5272339107700702
Cr1P2S9,-0.510251187282072
Cr1P2S10,-0.4957416325753595
Cr1P2S11,-0.4831059370180193
Cr1P2S12,-0.47228395751270913
Cr1P2S13,-0.4631012317295753
Cr1P2S14,-0.45536922932527024
Cr1P2S15,-0.44894401738678524
Cr1P3S0,-0.34902990007171364
Cr1P3S1,-0.4152421008959224
Cr1P3S2,-0.4405327312601748
Cr1P3S3,-0.5168815219657041
Cr1P3S4,-0.579999731872206
