formula,FE
Sr2Ca2Mn3FeO12,-2.3753059661896536
Sr5Li25La7(BiO6)8,-2.3752598523835133
BeAgPO4,-2.375236750782312
HoTl(MoO4)2,-2.375154855069445
Sm2EuS4,-2.375084661428573
K2Ti(GeO3)3,-2.375032334355555
CaBr2,-2.374925591666667
TbTl(MoO4)2,-2.374848355625
NaY2In2PS5O24,-2.374735446338728
NaDyCl4,-2.37473474
NaVBP2H3O10,-2.37468746547676
NbFe3Co2(PO4)6,-2.374685935218252
Ba2Ga11BiO20,-2.3746509430147067
Mg2P2H4O9,-2.3746412914285715
Bi3(B3O7)2,-2.3746177278260867
CdSiO3,-2.3746085848333336
Na2CaInP(SO6)2,-2.37460254679306
DyTl(MoO4)2,-2.374593709166668
Li2Mn4O5F3,-2.374562900956487
Nb2Bi2PbO9,-2.374543149464285
Cr2Fe3Sn(PO4)6,-2.374434496746032
TbAg(WO4)2,-2.374317314861109
KBaSmMnO6,-2.374305073518103
Li5Fe4(PO4)4,-2.374261377939244
TbCu(WO4)2,-2.374219815833333
K2LiVO4,-2.3741443684791665
Na3V3Cr2O12,-2.3740941615818967
Na2Ga2P2SO12,-2.3740901755900525
MgMn2V4O12,-2.374090157940108
KNaP6(PbO3)8,-2.3740442801621606
Na3LiV4O12,-2.374021465373564
Ba(SbO3)2,-2.374010839444445
DyAg(WO4)2,-2.374002660694444
HoAg(WO4)2,-2.3739641226388883
Ba8In8O19,-2.3738816527380955
Na10Ca4Si5Sn4S7O48,-2.373833728520852
Li4CoSn3(PO4)4,-2.373824401675169
HoSbMo2O9,-2.3738085169230763
Bi3B7O12,-2.373790202234848
Na10Ca2Si7Ge6S5O48,-2.3737549289695705
Li4MnFe3(BO3)4,-2.373670493247125
RbNa3Fe7(PO4)6,-2.3735800469389043
Na6Ca7Ge(SO4)12,-2.373579042611836
ZrH6(OF3)2,-2.373576803833333
Hf2In2SiS5O24,-2.3735711875245102
Rb6LiPr11Se12(Cl4O9)4,-2.373568471826727
MgMnV3O8,-2.3735132656100784
Li4Ni2(PO4)3,-2.373446041825397
Pr4(YS2)11,-2.3733913494876178
Nd2C(NO)2,-2.3733897867857143
KNa7V8O24,-2.3733879574226293
Ta2Ti2(CuO4)3,-2.373336613315798
Dy2ZnTe2(SO7)2,-2.373327184126983
Na2AgMoF6,-2.373311165125
Ca2AgWO6,-2.373182345166666
NaVO3,-2.3731660477758623
CsV3O8,-2.373152841221265
MnAg(PO3)3,-2.3730801438233047
SrSbO3,-2.3730246664999988
Ba2La(FeO3)3,-2.3729790688333328
Ba4Pr4Fe4Cu4O21,-2.372958568490991
NbTlWO6,-2.3729436698148154
SrEuNiO4,-2.3728777521428586
LuAg(WO4)2,-2.372851605694444
Mn2Fe3(SiO4)3,-2.372821546293102
Ho2ZnTe2(SO7)2,-2.372803736825396
MgV2(Ga2O5)2,-2.372784524705882
Ba2Er2Zn8O13,-2.3727659887
Mn3FeSn2(PO4)6,-2.3727549589347285
KAl2P2H4O11,-2.372740710201785
V3Cu2Sb(PO4)6,-2.372736153273809
Np3Se3O13,-2.372694099514804
Sr2YCu2SnO7,-2.3726918651923063
LiTiV2CrO10,-2.3726718621111105
Li2NiP3O10,-2.3726594925372018
CsFeAgF6,-2.372647028480204
ZnCr2(PO4)2,-2.372582978791208
NpSeO5,-2.372519431941965
Li2Fe3(PO4)3,-2.3724800140297617
Na4Ni3P4O15,-2.372476591984179
KTeHOF4,-2.372301085958333
Er2(SO4)3,-2.37229826838848
CaFeClO2,-2.372297018
KB5(H2O5)2,-2.372286615779166
Ba3MgIrRuO9,-2.3721960715000003
Li4Nb2Cr3Fe3O16,-2.372092439047619
Nb2Zn2CoO8,-2.372091192307692
CaNi2(P2O7)2,-2.3720757863605426
SmSbMo2O9,-2.3720404023076926
Ba5MgBi3O11,-2.3719856433749995
Cs2Zr2Mn(MoO4)6,-2.3719663907783244
Li2SbSO4F3,-2.3719620326515143
Sr2Fe2O5,-2.371944162592593
Li32Ti3Cr13O48,-2.3718848515277764
Li12Cr3FeP4(CO7)4,-2.3718451172802197
KEu(CO3)2,-2.371840230725
V5BiO10,-2.371743941406251
NaYCl4,-2.371705340833333
Ba3NaIrO6,-2.371582275125391
NaEu(WO3)2,-2.371570812137931
BaYCuBiO5,-2.3715521719444457
LiSb4P7O24,-2.3715151304398145
Na7MgGa3Si3(SO8)3,-2.371495887186712
MgMnNiP2O9,-2.3714958796226253
Na6Cr2B4SO16,-2.3714886331876723
NaErCl4,-2.3714511955555566
TaZnBiO5,-2.3712710215416664
CsZn2P2HO8,-2.371157174299348
NaCu(PO3)3,-2.3710763846648484
Cs3DyCl6,-2.370976503
Ba10Li2Bi4O21,-2.3709701645720718
Na18Mg20Ta4Si3(S11O48)3,-2.370966125030004
Na7Zn3GeP5SO24,-2.3709378488708004
Na2BeGeO4,-2.370862959719827
LiSb(PO4)2,-2.3707766873015856
Li4Ti3(NiO4)3,-2.370767766060604
BaCu2(PO4)2,-2.3707380609065933
K2P2PdO7,-2.370734825732141
YMgMo(WO4)2,-2.370714470384615
Li4NbFe(WO6)2,-2.3706812246666664
Li4WO5,-2.3706610988333336
Li4Fe5P6WO24,-2.3705270555297617
K3MnPCO7,-2.370522930717222
NaSrTbBiO6,-2.3705221883045966
SmB7(HO2)8,-2.370513900755208
Na3Ca3GePS5O24,-2.3704786338634443
RbAl(MoO4)2,-2.370438521458334
Na2TiZnSi(SO6)2,-2.370430155583787
CsVGa(PO5)2,-2.3704018922627266
K2PdF4,-2.3703632324999995
Ba3Na3(CO3)5,-2.370358755928381
LaMg(FeO3)2,-2.3702552765
BaLaNiRuO6,-2.3701549589999984
Li4Ti3Cr2Co3O16,-2.3701538097619053
Y2Cr3O12,-2.369966172058823
P4WO13,-2.3699352735317456
NaZnP2HO7,-2.3699167841179176
MgSb2(PO5)2,-2.3698969259523808
Eu2(MoO4)3,-2.36985364235294
Na2Sc4Si3Sn4(S3O16)3,-2.3698346600751234
Be3Fe4Si3SeO12,-2.3697966592323367
Cs3YCl6,-2.369781499250001
Li5Co4(SiO4)4,-2.3697763704022985
Na2Mg5(MoO4)6,-2.369727882371855
Na6Mn2B4PO16,-2.369712117601636
Ca(DyS2)2,-2.3696688383928524
Na6Mg3Si2Ge(SO6)4,-2.369530179206897
Na14Ga8Si7S5O48,-2.369515738355412
Rb2BiAuF6,-2.369467809
Li4Ti2V3Ni3O16,-2.369445894285714
YCu(WO4)2,-2.36940469
LiMnVO4,-2.369404069466281
Ta2Ge2O7,-2.3692795975454533
NaLuCl4,-2.369259266527777
Na3Gd(CO3)3,-2.3692246124461214
Ba3NiO4,-2.369187051875
Cs2P2H2O7,-2.3690878833535427
Gd2NCl3,-2.3690614239583354
Ba4Nd(IrO4)3,-2.369012658874999
V2Co(PO4)3,-2.3690021699404755
RbV2CrO7,-2.368982988636363
NaSrYMnO6,-2.368981296431035
NaAl2Ge2P3(SO8)3,-2.3688018337945107
K4V2O7,-2.368724402423076
Li4Mn2CrNi3(PO4)6,-2.368711211426312
NaAlGaP(SO6)2,-2.36856652889938
BaReO3,-2.368537816999999
NaTaGa3P3(SO8)3,-2.368533316932606
YMn3O6,-2.3685205203793096
Ho5S7,-2.3685049283072908
Gd(LuS2)3,-2.368438178000001
Na5V7O14,-2.3684256712267904
Li6CrCo3(PO4)6,-2.3683981079464287
Pr4(HoS2)11,-2.3683408622241093
Ca2H2S2O9,-2.36829742811111
LaZnFeWO6,-2.3682712905
Pr5Te7MoCl3O23,-2.368268804423076
NaHoCl4,-2.368066645833333
Mn2P3O11,-2.3679227110806647
SiSnO3,-2.367917973666672
Ba4Gd(CuO3)3,-2.367912405147059
CrP3(HO5)2,-2.367897694308035
Na3CaInSi(SO6)2,-2.367875426373564
Li2Si5Ni5O16,-2.367808408095237
HoMn2ZnO6,-2.3676400415862062
Na4Mg3GeP2(SO6)4,-2.367632634512358
Na2Sc2Ga2SiS5O24,-2.3676009506553326
V2Zn3(P2O9)2,-2.3675715275396816
Li16V3Ga13O32,-2.3675165772005204
Na4In2Si2SO12,-2.3674573035563764
Ba4Ca(BiO4)3,-2.3674170129999994
Ho2(SO4)3,-2.3672768037316168
Na3WO4F,-2.3672253151819924
Sr2Co(BrO)2,-2.36717165
CsCoW(OF)3,-2.367163320517241
Na5LiMn2P2(CO7)2,-2.367148963668371
K3HoCl6,-2.367143121625
Li2VFeP2(HO5)2,-2.3670536079695776
Na9Ta4Zn8P9(SO8)9,-2.367005965910206
KAl(MoO4)2,-2.3667452072708337
Li2CoNi(PO4)2,-2.366720876139456
Li4Mn3Nb3(FeO8)2,-2.366676195611658
NbIO2,-2.3666134968750008
K3DyCl6,-2.3665972963749997
AgPF6,-2.366393879747023
Sn2P2O7,-2.3663831992532463
Ti3Bi6WO18,-2.366319452321428
Sr4Se3S,-2.3662861631249985
Cs3PO4,-2.366201139747023
Li9Si2NiO10,-2.366180453409092
V3Cu(PO4)6,-2.3661740496428565
MnV2O4,-2.3661441930972917
Li9Fe7(PO4)12,-2.3661204261278184
Sr2CrInO6,-2.366089602166666
Rb2Cu3P4(O3F)4,-2.366041812942857
K3YCl6,-2.3660261891250003
SrCu2(PO4)2,-2.3659817548489004
Ba2Y2Zn8O13,-2.3658200611
Li8Fe7Ni(PO4)12,-2.365818874505012
Na6Ta2Ga6Si5S7O48,-2.3657966901636374
MgMoO3,-2.365737059499999
Na2La2In2SiS5O24,-2.365698610238666
Cs2LiVO4,-2.36567374345546
KLi2MnPCO7,-2.36566116165312
Li4NiSn3(PO4)4,-2.365623592389455
Er2S3,-2.365612327687499
Li2Bi2P2O9,-2.365604018230159
NaNp(HO2)2,-2.3655464034536644
BaSr7MnFe7O20,-2.365526764248084
Li4VGa3O8,-2.3655042844270824
Sr2CoSbO6,-2.3654277179999994
Sr2Pr2MgFe2(RuO6)2,-2.3654044018253964
Ta2Zn2SnO8,-2.3653014009038467
Rb2LiVO4,-2.365287945416667
Na3CaZnP(SO6)2,-2.365283257439039
Cs2TlAgF6,-2.3652749849310357
LiSi2(BiO3)3,-2.365237234722222
Li4Ni(BO3)2,-2.3652273368589736
Mn3NbCo2(PO4)6,-2.3651996767125048
Sm2ZnTe2(SO7)2,-2.3651959325396823
LiCr(PO4)2,-2.36518457250992
SmAg(WO4)2,-2.365156591805556
CsV2CrO7,-2.3650537747413782
MnOF,-2.365039863477012
CaZn(GeO3)2,-2.3650328105000007
Ba2ZnTeO6,-2.364907931166665
Li5V18O44,-2.36482600681592
Ti(FeO2)2,-2.3647878722619047
MgV4O6,-2.3647863745454534
Pr2S3,-2.364765114854165
PrSbMo2O9,-2.3647635924358976
Y2Te3MoO12,-2.364726590694444
MgP2W2O9,-2.3646842470918363
CsK2IrF6,-2.364642104249995
Nb2Zn2NiO8,-2.3646072796153854
VFe5(PO4)6,-2.3645705696626984
KBaV3Cd2O11,-2.364538510958334
Co(BO2)2,-2.364531610476191
Na10Mg8SiS11O48,-2.36446014189692
Na3ScSi3Ge3(SO8)3,-2.3643889537379623
Ce4(YS2)11,-2.3643066958615777
Li3ZnPCO7,-2.3643046211263727
Na6Nb4Zn4Si5S7O48,-2.3642870680960697
Li4NbFe3Cu2(PO4)6,-2.364284671029761
ThTe2WO9,-2.364282132371793
Ca3CoRhO6,-2.364241439090909
PrBi2BrO4,-2.3642195164583333
Dy2(SO4)3,-2.3641774843198524
Pr2NCl3,-2.364161084930556
Ce4(HoS2)11,-2.36412817009583
Sr2RuO4,-2.3640394535714284
Cr2O3,-2.3640061385
VZnP2PbO9,-2.3639804216454072
SrNi(PO4)2,-2.36393633577381
KSrPrSeO6,-2.363834336626041
Fe2PO4F,-2.3638119918303566
Ba3LiOs2O9,-2.363773617388888
Na6HfMg7(SO4)12,-2.363612606305529
Sr2LiPr2Fe2(RuO6)2,-2.3635107874603163
Ba2LiMn2O6,-2.363498923108672
Ti3Mn5O16,-2.363473414568966
NaB5(H2O5)2,-2.363353417485631
K2MoO2F5,-2.3632945667
BaZnO2,-2.3632726779166653
KPr(SnO3)2,-2.3632109593916653
Rb2MnP2H3(O4F)2,-2.363189353664819
MgMnO3,-2.363160761086206
YTl(MoO4)2,-2.3630676440277782
Pr4(TmS2)11,-2.363054318406561
Sr2RhO4,-2.363051804642857
Li3V5O8,-2.36295523
La4As2(S2O)3,-2.3629257375
VPHO5,-2.362913774486662
MgV8O20,-2.362909331551724
SmCu(WO4)2,-2.362847820416667
Na5ZrZn3P3(SO8)3,-2.362822318076713
Mg2Cr3O8,-2.362667643846154
NaVSiCO7,-2.3626568078526646
LiNiPO4,-2.3625894514965986
Cs2PtF6,-2.3624501772222226
EuSi2(NO)2,-2.362361660714286
Y2Si3N4O3,-2.362340616041667
Sb2TeSeF10,-2.362317667340029
La3SiN3O2,-2.362295782777778
Na6Mg2Si3Ge2(SO8)3,-2.362283164811063
Li7VGeO8,-2.362281917843137
Na10Mg2Si7Ge6S5O48,-2.362207837388373
CsCoPO4,-2.3621642052568625
Sr2Bi2O5,-2.362127188611111
YAg(WO4)2,-2.3621166030555543
SrBiBrO2,-2.362064575
Sr2ErGaCu2O7,-2.361973178525648
TiSiSn(SO6)2,-2.3619342955882354
K2RbPrCl6,-2.361911414366666
Ni3B7IO13,-2.361867198819443
KP4(WO4)8,-2.361852743462697
Nd4(TmS2)11,-2.361729913631805
Li4Fe3Sb(PO4)4,-2.361681390782312
BaV2CuO7,-2.36167650409091
LiFeP2HO7,-2.361670733030754
Sr2CaPr3(CuO3)4,-2.361632210738661
K2LiAuF6,-2.3616039042833328
ZnSi2SnO6,-2.361484721666669
Nb16Tl16O53,-2.3614763985980405
Li3V4SnO12,-2.36143684075
BaNd3(CoO3)4,-2.3614084121249994
Ca(SmS2)2,-2.361394356428573
Nd4(ErS2)11,-2.361380599251149
Sr(SmS2)2,-2.361331452857141
Li3MnP2H2O9,-2.361306999248044
Na4Y2Zn2SiS5O24,-2.361280061702208
Li4Co3Ni(PO4)4,-2.3612688764965992
SrCa7Mn6(FeO12)2,-2.361247921939653
Fe4P7O24,-2.361241742499998
KSn4(PO4)3,-2.3611628080589275
Na3V3O8,-2.361121237081281
ThCd(MoO4)3,-2.3611009223529407
Li4Mn3Ni3(PO4)6,-2.361060206874589
Ca5(IO6)2,-2.36094582131579
Na2Sc2In2SiS5O24,-2.3609404581090363
Mo2P2O9,-2.3609375537912083
Li6VCoP2(CO7)2,-2.3607728649725277
Cs3H(SF6)2,-2.360563220567529
NaLa2In2PS5O24,-2.360494081862538
NaHf2Zn2PS5O24,-2.3604803169101567
Li2CoSn(PO4)2,-2.360462423818027
Li7MnNi3(PO4)6,-2.3604366068078404
GaBO3,-2.360425262499999
Li12Cr3NiP4(CO7)4,-2.3604028995879123
Li2P2H2O7,-2.3603194384065933
Ba3Mn2RuO9,-2.360319008224137
Li4Fe3(BO3)4,-2.360269595652173
Na10NbGa7Si6(SO8)6,-2.360233797666152
Mg2Sn3O8,-2.3602296207692297
KLaInSbO6,-2.360182386391666
Na3CaGaSi(SO6)2,-2.36014071516523
LiFe3(SiO4)2,-2.360052129047617
Na2Pr4Br9NO,-2.3600417562897227
In2B(PO4)3,-2.359972534523812
BiP3(PbO4)3,-2.3599192136278178
Li4CoNi3(PO4)4,-2.359906562925169
Ni(BO2)2,-2.359896260119048
Rb2LiAuF6,-2.3597648073333333
Tb2(SO4)3,-2.3597554466727955
CaV2CuO7,-2.3597127909848483
Ba7Ru4Br2O15,-2.359709617946428
CaFeO2,-2.3596962193749995
BaErAl3SiN4O3,-2.359694652115385
CaFe3P3H2O13,-2.359629161030845
Li4Ti2V3Co3O16,-2.359571771785714
NaSrGdMnO6,-2.3595671524310347
Nd2ThS5,-2.359473940820312
K2U(MoO4)3,-2.3594731380277776
Sr2CuMoO6,-2.359463832499999
RbAsOF5,-2.35945906109375
GdTl(MoO4)2,-2.3593110063194445
CrSb3(PO4)6,-2.359267625231092
Sr3Y2FeCu3BiO12,-2.3592064690909083
Li12Cr3CoP4(CO7)4,-2.3591403436263736
YGeP(SO6)2,-2.359076804586836
Li9Mn5(SiO8)2,-2.3590276924892235
BaYCo2O5,-2.358934449166666
Na14Mg4In4Si5S7O48,-2.358929527603378
Sr2InOsO6,-2.358914648166665
TiFeSbO6,-2.358900901481481
Na2TiZn2GeO7,-2.358895107199381
BaPrMg(CoO3)2,-2.3588272710606053
Li5BO4,-2.358719143708332
V4Cr2O13,-2.358686045
Ge3F8,-2.358641378636364
TiGaP(SO6)2,-2.358179404341736
Y2(SO4)3,-2.35807633946691
Rb2CoAgF6,-2.3580467001666667
Na18Ta4Zn8Si9(SO8)9,-2.357949379055508
Na3GaP2H2O9,-2.357918878583744
NdAg(WO4)2,-2.357863587847221
Na3MnPCO7,-2.357851228208601
TiCr2Ni3(PO4)6,-2.357816139199735
NaCo2P3O10,-2.3578142728317424
Na7CaIn3Si3(SO8)3,-2.3578006251338666
TiMn3Cu2(PO4)6,-2.3577493151384328
Sr2DyGaCu2O7,-2.3577174618750054
Na2La4Si3Sn4(S3O16)3,-2.357618732551314
GdAg(WO4)2,-2.3575329872222226
NaV3O6,-2.35749998163793
Cr2Fe3P6WO24,-2.3574779435515865
Rb3NaTiO4,-2.3574744963569594
Li12VFe3P4(CO7)4,-2.357442780164835
MgU(MoO4)4,-2.357430759772728
NaY2Ga2PS5O24,-2.3573683601958715
Li2Mn3NbO8,-2.357298830389983
EuSe,-2.3572974820312496
Li5V12O32,-2.3571925356462584
Li4Ti3Fe5O16,-2.357173432619047
Er5S7,-2.3570866226128477
Li4Fe(OF)2,-2.357063995648148
Ca6Co3RhO12,-2.357040803636362
ScH4NF4,-2.3569903667500007
Ho2MgAg2(WO4)4,-2.3569094643333326
Na4NbIn3Si3(SO8)3,-2.3567914444653657
KCaInWO6,-2.356496465891665
Rb2ZrCl6,-2.356490248333332
Sr2MnRuO6,-2.3564855912931035
Na6Mg7Zr(SO4)12,-2.356466986170394
Mn2BO4,-2.356446300004104
MgSb2P2O9,-2.356336512627551
RbV4O10,-2.356332136166666
MgSi(HO2)2,-2.356289760937499
MgV5FeO12,-2.356286304473683
BaNaNdSeO6,-2.356259326622306
Li4Ti3Fe3(TeO8)2,-2.356162594166666
K2BiPWO8,-2.356074100703296
Li2MnPHO5,-2.356040396549055
P(WO4)2,-2.355994535649351
NaVPCO7,-2.355892678047469
Li3ZrNb(TeO6)2,-2.3558855285964904
CsLa2Br7,-2.355880873500001
Sr2TbGaCu2O7,-2.355854207836536
Ba3In2P6(HO3)6,-2.355786394962584
Ba8Bi4O17,-2.3555748502586207
TiNb2Zn(PbO3)4,-2.3555281541666653
Li2V3P4H4O19,-2.355463336491815
Li8Fe7Cu(PO4)12,-2.355454917136591
Fe5P6WO24,-2.355414901607143
Na4Sc2Zn2SiS5O24,-2.355385898544313
PrTl(MoO4)2,-2.355368756666669
VSb3(PO4)4,-2.3553368732738096
Li7Mn3P3(CO7)3,-2.355271660704189
BaNaTbBiO6,-2.3552612413045964
BaLa3(CoO3)4,-2.3551294387499992
TiFeO4,-2.3549249147222207
Ca(La2Se3)4,-2.354881227291667
Li6MnFe5(BO3)6,-2.3548347824425284
Na3Nd(AsO4)2,-2.354818782706281
Bi5O4F7,-2.3547293657812496
RbFeAgF6,-2.3547042060185186
Na2TiTeO6,-2.354699835775862
Sr6Ca2Mn5(FeO8)3,-2.3546428577413794
Na6Ca6SiSn2S11O48,-2.3546016332762503
Na3B3H2O7,-2.354543163442516
MgCrFeO4,-2.354497026428571
Rb2BiPWO8,-2.3543528763186807
Na12Mn3S6(O3F)8,-2.354344964440468
Li3Co(BO3)2,-2.3543009486111117
Si4Pb2O11,-2.3542645831372475
Tb4CeS7,-2.354215260390634
K2RbCeCl6,-2.3541884932
Li4Be3As3ClO12,-2.3541371146014485
Na4La2Zn2SiS5O24,-2.3540900831934364
Na2InGaP2SO12,-2.3540616432654917
Li5Co7O3F13,-2.3539474193452383
U(SO4)2,-2.353946423181817
NdTl(MoO4)2,-2.353941798819445
Li3CrBO5,-2.3538204689166653
LaCuSO,-2.3538122362500005
Dy5Bi11O24,-2.3537763360833326
CsReO4,-2.3537580795258584
Li12MnFe3P4(CO7)4,-2.3536488268558173
KSrSmMnO6,-2.353632272518104
Ca2CoSbO6,-2.3536296789999995
GdCu(WO4)2,-2.353629185416666
Eu5V3S6O7,-2.353598273452381
KGe2BO6,-2.3535956196416654
Mn3(OF)2,-2.3535645476847296
Li4Nb3V2Ni3O16,-2.353473856547617
LiP(WO4)2,-2.353471259206349
Lu2S3,-2.3534661273541646
Sr3CdIrO6,-2.3534474331818185
NaGdCl4,-2.3534196133333345
LiSb3(P3O10)2,-2.353274962039682
BaVP2(H2O5)2,-2.353253215654762
TmBi2IO4,-2.353251921250002
TlMo2P3O13,-2.353218814329562
TiFe2O5,-2.353095894479166
Ba4Sm(CuO3)3,-2.353079691029412
Na3AlSi3Sn3(SO8)3,-2.352914663512737
SrCaMnRuO6,-2.3527844182931026
BiSb3(PO4)6,-2.352625032804621
Ce3S4,-2.352590697321428
TaInSi(SO6)2,-2.352574659843137
SrSe,-2.35255396453125
Mo3P5Pb3O23,-2.3525515909768897
NaZn2P2HO8,-2.352518959422501
KZnP2O7,-2.352508580366883
NaSn2Ge2P5SO24,-2.352434864202675
Nb4Tl4O13,-2.352407902420637
VFe3Sb2(PO4)6,-2.352400556051587
NaNb2Zn2P3(SO8)3,-2.3523815087468924
Na2Hf(MoO4)3,-2.352340342653256
Sr2Fe2Se2OF2,-2.352295895243055
Mn3CrFe2(PO4)6,-2.352293959212506
BaSr7(Fe2O5)4,-2.3522918991666657
Li5V5Cr2O12,-2.3522593769444438
NaCaTiFe3O8,-2.352258659265188
SrIn2O4,-2.3522558997619005
NaSc2Ga2PS5O24,-2.352244385148253
NaTi2(AsO4)3,-2.35222151030811
AgMo5P8O33,-2.352215049602329
Li2V3FeO8,-2.3521716792261893
Ca2CoTeO6,-2.352157071666666
Li6MnCoP2(CO7)2,-2.3520930102775663
MnBiPO5,-2.3520336053217354
Mg2MnSbO6,-2.352004371293104
Na3Sc2Zn2PS5O24,-2.35198458408867
Cs3TbCl6,-2.351930303499998
Li8MnFe7(BO3)8,-2.351773731415227
PrAg(WO4)2,-2.351751122777776
RbReO4,-2.351598279166667
Li3Ni2O2F3,-2.35159201725
PrCu(WO4)2,-2.351589493472222
Cs2Mg2(MoO4)3,-2.351562195621597
BaGe4O9,-2.351543791488094
Sr5(IO6)2,-2.3514313102631585
CaVSi4(H2O5)3,-2.3513198655555554
Na2Ca(CO3)2,-2.351229818318965
Li2AgF4,-2.351220950833336
KLaCr2O8,-2.3512098460208413
Na6V2B4AsO16,-2.350995244739398
LuBi2IO4,-2.350934439583333
Pr5Cl12,-2.350916519901959
Nd2Te3MoO12,-2.3509074948611106
Li6MnNiP2(CO7)2,-2.35089367258526
LaFeTeO6,-2.350826218796296
Cs3P3HO9,-2.350801661352756
NaMo3P3O16,-2.35077841436124
Lu2CoTe2(SO7)2,-2.350775974126984
Fe5(OF4)2,-2.350754714333334
Li3CoSiBO7,-2.350750183589743
Na8TiZn3Si3(SO8)3,-2.3507335402032017
Ba3SrSi8(NO)8,-2.3506698099999994
Li4Nb2V3Ni3O16,-2.350638281904762
LiSn6P7O24,-2.350615209627191
SrErAl3SiN4O3,-2.350544263269231
Na2YHC2O7,-2.35038607569297
SnPO4,-2.3502497076488083
SrNd5S8,-2.350209468928574
K2MgGeO4,-2.3502072599374992
CeSbMo2O9,-2.350150737884616
CaLaFeNiO6,-2.3500545189999995
Na3Pr(AsO4)2,-2.350014246932471
Zr(SO4)2,-2.349990163863636
Li4TiCo2Ni3(PO4)6,-2.3499220236130944
Li2WO4,-2.3499115738095235
Sm(FeO2)2,-2.3497907364285706
K2TlRuF6,-2.3497793622833334
LiV4O10,-2.349773890222222
Li3GaGeO5,-2.3497244785
K5Sm(MoO4)4,-2.3497179919711546
Li4Ni5(P3O11)2,-2.3494093865186616
CeDy4S7,-2.3492895697656024
Sr2EuGaCu2O7,-2.349258735
CaAs2H6F18,-2.3490701894444443
BaSn(GeO3)3,-2.3490542508928565
V4O9,-2.349046627115384
MgVMoO5,-2.3490452878124994
NdSBr,-2.3490027076041664
Cr4Si2Br2O7,-2.3488646553333337
MnP2HO7,-2.3488574973606675
Ce4(TmS2)11,-2.348846892111516
Cs2BiPWO8,-2.3488151106887085
Pr4(LuS2)11,-2.3487200319425607
FePO4,-2.348717482023808
Li4Cr2Ni3Sn(PO4)6,-2.348592549154761
CaLa2Cu2O7,-2.34854994197917
Li2Fe3O3F5,-2.348488087051281
LiAl(MoO4)2,-2.348460675694445
Na3FeSiBO7,-2.3484378692926606
KAsOF5,-2.3484212805937505
K2HgAsF6,-2.34841215595
CeCu(WO4)2,-2.348256155416665
Nd4(LuS2)11,-2.3482386990596744
Ca7MgMn8O24,-2.3481628644612065
Cs2TlHgF6,-2.3481455030143694
Fe3(SiO4)2,-2.348109043461537
CaLa2Fe2(TeO6)2,-2.34800883754386
BaLaCo2O5,-2.347807351388888
Na2GaPCO7,-2.347669660825122
LiCoP2O7,-2.3476134050108226
Sr2YFeCu2O7,-2.347576804038461
K3PrCl6,-2.347481628041666
KLaCoWO6,-2.347474134725
Cs3GdCl6,-2.347458546749999
CoP2PbO7,-2.347444080844156
KFeNi(PO4)2,-2.3474409510796708
LiCoSiO4,-2.347426797142856
BaGePbO4,-2.3473400700000004
Sr4TlFe2O9,-2.347327530052083
KPrNiWO6,-2.347312173391665
Sm2ThS5,-2.3472874456250006
KV6O14,-2.347215089154761
Si2Sn2O7,-2.347158014734842
Fe(PO3)4,-2.347149373445376
Na2AlInSi(SO6)2,-2.3471459617241384
Zn3B7ClO13,-2.347141459895828
Rb2TlAgF6,-2.3470994805000003
Eu3Sb5O12,-2.3470466730000004
MgZn2Fe2(SiO5)2,-2.347020321176471
KEu(MoO4)2,-2.3469746951875003
Dy11S16,-2.34697084712963
Na3MnSiCO7,-2.346919295736074
Ce9(SbO)5,-2.3467496487061346
BaPb2C2(O3F)2,-2.346689806538462
Zr2Sb2Pb4O13,-2.346680745119047
Na2TiNiO4,-2.346676762636495
Li6MnSiO6,-2.346659376816503
SrCaCuO3,-2.346577743333332
Na21S7Cl(O14F3)2,-2.3465392385417805
CsSrBr3,-2.346519692000001
BaLa2(CoO3)3,-2.3464875628333326
LiFe4(PO4)4,-2.34645980207619
Li12CrFe3P4(CO7)4,-2.3463750207417573
K2P2H2O7,-2.346309422406593
KReO4,-2.346237099958324
PrSBr,-2.3462358273263866
PuAsO4,-2.3462304740624997
La3Br6N,-2.34622737
NaCaAl(SO4)3,-2.3461929079932955
Mn3Fe2Sn(PO4)6,-2.3460430396291727
CeY4S7,-2.3460118078905787
KLaFeSbO6,-2.3459715787250004
Na2Mg3(MoO4)4,-2.345903348843678
Mg2Nb2SiS5O24,-2.345741127916667
Tm8S11,-2.3457405984703965
CaPr3(CoO3)4,-2.345605854749999
TlSnF7,-2.345602683055555
Sr2CoO4,-2.345567550357143
Ta3Bi7O18,-2.345518342035714
Ba2Y2Co3CuO10,-2.3454756986111107
Sr8Fe5Re5O28,-2.3453599263586966
KCoPO4,-2.3453283762227874
Tb2Mn3Sb3O14,-2.3452552887330183
Li7MnCo3(PO4)6,-2.3452048124175966
Cr(PO3)5,-2.345169026224489
Sr2AlGaNi2O7,-2.3451324838461542
Li4Ti2V3(Fe2O9)2,-2.345072303387097
CsMoP2HO9,-2.34502389572792
Li4Ni7(OF7)2,-2.344888420864198
Ca3MgFe2(CO3)6,-2.3447577728333338
NaHfCuWO6,-2.3447298406379304
Nd2(SO4)3,-2.344704545790441
Li4Mn2V3O12,-2.3447021540093043
Sr4Ca4Mn5(FeO8)3,-2.344685553491378
