Ag2PSe3,-0.3363640391679065
Ag3PSe4,-0.33674340425223104
Ag7PSe6,-0.30240962181228526
CaPSe3,-1.0519848980327395
CdPSe3,-0.5814219153348226
CoPSe,-0.6121159002455366
CoPSe,-0.5792691331622031
Cs2(PSe2)3,-0.7658131690728567
Cs2PSe5,-0.9402261257089943
Cs3PSe4,-1.129752157247923
Cs4P2Se9,-0.970384858933348
CsPSe6,-0.6969534943263165
CsPSe6,-0.7060896763575659
Ba3(PSe4)2,-1.3754781985027473
BaPSe3,-1.2940538178348198
Bi2(PSe3)3,-0.4950440083944524
Bi2(PSe3)3,-0.49117942428730793
Cu7PSe6,-0.11487592983630991
EuPSe3,-1.1070341585327383
HgPSe3,-0.18159127153273857
In2(PSe3)3,-0.3510131273565073
In2(PSe3)3,-0.3542638339636487
K2PSe3,-1.048984686862352
K3PSe16,-0.7199373436946438
K3PSe4,-1.0983346375959817
KPSe3,-0.7997512216181543
KPSe3,-0.7977876237848207
KPSe6,-0.6817221835569187
FePSe,-0.5282704264955349
Li7PSe6,-1.1184739101084185
MgPSe3,-0.8816437593348212
Na2PSe3,-0.8509675429439483
Na3PSe4,-0.9075956167782735
Rb4P2Se9,-0.9451267643586334
RbPSe3,-0.80516133750149
RbPSe6,-0.6950755164006699
Sb2(PSe3)3,-0.18231953110650473
POsSe,-0.40749074859623136
PPbSe3,-0.41169690553274163
PPdSe,-0.44508496817956456
PRhSe,-0.7294776515128968
PRuSe,-0.5389172548462303
Rb2(PSe2)3,-0.7459377082264612
SnPSe3,-0.28847899503273594
SnPSe3,-0.2873124220327384
SnPSe3,-0.11238078503273811
Tl2PSe3,-0.4031079773189485
Tl3PSe4,-0.42051894021577496
SrPSe3,-1.1281384455327383
