[0.6236095644623235, 0.5503212081491045, 0.5128974808990104, 0.5041104334909742, 26.166666666666664, 14.854853303438128, 15, 47, 32, 3.6666666666666665, 0.9428090415820634, 3, 5, 2, 14.166666666666666, 2.160246899469287, 11, 16, 5, 3.0, 4.0, 0, 9, 9, 0.3333333333333333, 0.4444444444444444, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.5, 1.0, 0, 3, 3, 0.3333333333333333, 0.4444444444444444, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 57.15086033333333, 33.811559777777774, 30.973762, 107.8682, 76.89443800000001, 1.2, 0.26666666666666666, 1.0, 1.6, 0.6000000000000001, 2.2983333333333333, 0.28166666666666673, 1.93, 2.58, 0.6500000000000001, 658.7066666666667, 384.1488888888889, 317.3, 1234.93, 917.6300000000001, 14.024999999999999, 2.5033333333333334, 10.27, 17.02, 6.75, 85.66666666666666, 9.777777777777782, 71, 94, 23];-0.2452192696670355
[0.6236095644623235, 0.5503212081491045, 0.5128974808990104, 0.5041104334909742, 26.166666666666664, 14.854853303438128, 15, 47, 32, 3.6666666666666665, 0.9428090415820634, 3, 5, 2, 14.166666666666666, 2.160246899469287, 11, 16, 5, 3.0, 4.0, 0, 9, 9, 0.3333333333333333, 0.4444444444444444, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.5, 1.0, 0, 3, 3, 0.3333333333333333, 0.4444444444444444, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 57.15086033333333, 33.811559777777774, 30.973762, 107.8682, 76.89443800000001, 1.2, 0.26666666666666666, 1.0, 1.6, 0.6000000000000001, 2.2983333333333333, 0.28166666666666673, 1.93, 2.58, 0.6500000000000001, 658.7066666666667, 384.1488888888889, 317.3, 1234.93, 917.6300000000001, 14.024999999999999, 2.5033333333333334, 10.27, 17.02, 6.75, 85.66666666666666, 9.777777777777782, 71, 94, 23];-0.23619225626426044
[0.6373774391990981, 0.5642946794342502, 0.5218357923239265, 0.5090342055422441, 27.5, 14.854853303438128, 15, 47, 32, 3.75, 0.9428090415820634, 3, 5, 2, 14.0, 2.160246899469287, 11, 16, 5, 3.375, 4.21875, 0, 9, 9, 0.375, 0.46875, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.375, 1.03125, 0, 3, 3, 0.375, 0.46875, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 3.375, 4.21875, 0, 9, 9, 3.375, 4.21875, 0, 9, 9, 3.375, 4.21875, 0, 9, 9, 3.375, 4.21875, 0, 9, 9, 60.35479525, 35.635053562500005, 30.973762, 107.8682, 76.89443800000001, 1.225, 0.28125000000000006, 1.0, 1.6, 0.6000000000000001, 2.2875, 0.2925000000000001, 1.93, 2.58, 0.6500000000000001, 696.9412500000001, 403.49156250000004, 317.3, 1234.93, 917.6300000000001, 13.743749999999999, 2.6053125, 10.27, 17.02, 6.75, 84.875, 10.40625, 71, 94, 23];-0.2556438824032732
[0.6389710663783135, 0.573771994299357, 0.5450640355648686, 0.5399907520856654, 25.384615384615387, 14.854853303438128, 15, 47, 32, 3.6153846153846154, 0.9428090415820634, 3, 5, 2, 14.307692307692308, 2.160246899469287, 11, 16, 5, 2.769230769230769, 3.834319526627219, 0, 9, 9, 0.3076923076923077, 0.4260355029585799, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.5384615384615383, 0.9467455621301776, 0, 3, 3, 0.3076923076923077, 0.4260355029585799, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 2.769230769230769, 3.834319526627219, 0, 9, 9, 2.769230769230769, 3.834319526627219, 0, 9, 9, 2.769230769230769, 3.834319526627219, 0, 9, 9, 2.769230769230769, 3.834319526627219, 0, 9, 9, 55.22117876923077, 32.398166911242605, 30.973762, 107.8682, 76.89443800000001, 1.1846153846153846, 0.25562130177514797, 1.0, 1.6, 0.6000000000000001, 2.3200000000000003, 0.28, 1.93, 2.58, 0.6500000000000001, 637.9107692307693, 367.39644970414207, 317.3, 1234.93, 917.6300000000001, 14.14076923076923, 2.3820118343195267, 10.27, 17.02, 6.75, 86.3076923076923, 9.420118343195266, 71, 94, 23];-0.2417585822927912
[0.6370994362028406, 0.5684367439851988, 0.534458485720164, 0.5269241783173376, 26.19047619047619, 14.854853303438128, 15, 47, 32, 3.6666666666666665, 0.9428090415820634, 3, 5, 2, 14.19047619047619, 2.160246899469287, 11, 16, 5, 3.0, 4.0, 0, 9, 9, 0.3333333333333333, 0.4444444444444445, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.4761904761904763, 0.9841269841269842, 0, 3, 3, 0.3333333333333333, 0.4444444444444445, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 3.0, 4.0, 0, 9, 9, 57.176842190476194, 33.79423853968254, 30.973762, 107.8682, 76.89443800000001, 1.2000000000000002, 0.2666666666666667, 1.0, 1.6, 0.6000000000000001, 2.3076190476190477, 0.28535147392290255, 1.93, 2.58, 0.6500000000000001, 660.3985714285714, 383.0209523809524, 317.3, 1234.93, 917.6300000000001, 13.98952380952381, 2.479682539682539, 10.27, 17.02, 6.75, 85.76190476190476, 9.841269841269842, 71, 94, 23];-0.23196407281109477
[0.662401321106836, 0.5887550428297939, 0.5395136956137251, 0.5213435812738831, 31.42857142857143, 14.854853303438128, 15, 47, 32, 4.0, 0.9428090415820634, 3, 5, 2, 13.428571428571427, 2.160246899469287, 11, 16, 5, 4.5, 4.5, 0, 9, 9, 0.5, 0.5, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.0714285714285714, 1.0714285714285714, 0, 3, 3, 0.5, 0.5, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 4.5, 4.5, 0, 9, 9, 4.5, 4.5, 0, 9, 9, 4.5, 4.5, 0, 9, 9, 4.5, 4.5, 0, 9, 9, 69.88865442857143, 37.979545571428574, 30.973762, 107.8682, 76.89443800000001, 1.3, 0.30000000000000004, 1.0, 1.6, 0.6000000000000001, 2.227142857142857, 0.30244897959183675, 1.93, 2.58, 0.6500000000000001, 806.5692857142858, 428.36071428571427, 317.3, 1234.93, 917.6300000000001, 13.00642857142857, 2.736428571428571, 10.27, 17.02, 6.75, 82.21428571428572, 11.214285714285715, 71, 94, 23];-0.19319769409651347
[0.6633249580710799, 0.6144633651371695, 0.6009844187491661, 0.6000783545597032, 22.0, 14.854853303438128, 15, 47, 32, 3.4, 0.9428090415820634, 3, 5, 2, 14.8, 2.160246899469287, 11, 16, 5, 1.8, 2.8800000000000003, 0, 9, 9, 0.2, 0.32000000000000006, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.8, 0.7200000000000001, 0, 3, 3, 0.2, 0.32000000000000006, 0, 1, 1, 0.0, 0.0, 0, 0, 0, 1.8, 2.8800000000000003, 0, 9, 9, 1.8, 2.8800000000000003, 0, 9, 9, 1.8, 2.8800000000000003, 0, 9, 9, 1.8, 2.8800000000000003, 0, 9, 9, 47.0073924, 24.344323040000006, 30.973762, 107.8682, 76.89443800000001, 1.12, 0.1920000000000001, 1.0, 1.6, 0.6000000000000001, 2.372, 0.2496000000000001, 1.93, 2.58, 0.6500000000000001, 543.462, 276.5872, 317.3, 1234.93, 917.6300000000001, 14.776, 1.8023999999999998, 10.27, 17.02, 6.75, 88.6, 7.040000000000004, 71, 94, 23];-0.23192409328273697
[0.6925256939166184, 0.6529848178041366, 0.6434548068465612, 0.6429015834448759, 15.357142857142858, 1.247219128924647, 13, 16, 3, 3.0, 0.0, 3, 3, 0, 15.357142857142858, 1.247219128924647, 13, 16, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 2.642857142857143, 0.826530612244898, 2, 5, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 31.104954514285716, 1.2343441959183654, 26.9815386, 32.065, 5.083461399999997, 1.0357142857142856, 0.061224489795918276, 1.0, 1.25, 0.25, 2.357857142857143, 0.28561224489795917, 1.61, 2.58, 0.97, 451.0057142857143, 137.8469387755102, 317.3, 933.47, 616.1700000000001, 15.059285714285714, 1.445510204081632, 10.0, 17.02, 7.02, 91.14285714285714, 3.6734693877551035, 80, 94, 14];-0.5988895931433343
[0.7071067811865476, 0.6735400034370317, 0.6669268801209055, 0.6666782918025496, 15.333333333333332, 1.247219128924647, 13, 16, 3, 3.0, 0.0, 3, 3, 0, 15.333333333333332, 1.247219128924647, 13, 16, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 2.6666666666666665, 0.8888888888888888, 2, 5, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 31.035883433333332, 1.372155422222221, 26.9815386, 32.065, 5.083461399999997, 1.0416666666666665, 0.06944444444444434, 1.0, 1.25, 0.25, 2.3533333333333335, 0.30222222222222217, 1.61, 2.58, 0.97, 467.3683333333333, 155.36722222222215, 317.3, 933.47, 616.1700000000001, 14.856666666666666, 1.618888888888889, 10.0, 17.02, 7.02, 91.0, 4.0, 80, 94, 14];-0.6884665082043652
[0.7071067811865476, 0.6735400034370317, 0.6669268801209055, 0.6666782918025496, 15.333333333333332, 1.247219128924647, 13, 16, 3, 3.0, 0.0, 3, 3, 0, 15.333333333333332, 1.247219128924647, 13, 16, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 2.6666666666666665, 0.8888888888888888, 2, 5, 3, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 31.035883433333332, 1.372155422222221, 26.9815386, 32.065, 5.083461399999997, 1.0416666666666665, 0.06944444444444434, 1.0, 1.25, 0.25, 2.3533333333333335, 0.30222222222222217, 1.61, 2.58, 0.97, 467.3683333333333, 155.36722222222215, 317.3, 933.47, 616.1700000000001, 14.856666666666666, 1.618888888888889, 10.0, 17.02, 7.02, 91.0, 4.0, 80, 94, 14];-0.6935467832043649
